# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015805331e-04 9.7786570225e-08
1.5065695844e+00 8.5045703988e-04
3.0146893899e+00 2.6413425008e-03
4.5237497595e+00 4.5658889121e-03
6.0334660642e+00 6.5304270645e-03
7.5436726580e+00 8.4607467449e-03
9.0542591310e+00 1.0313262121e-02
1.0565146532e+01 1.2063346523e-02
1.2076276011e+01 1.3698972297e-02
1.3587602573e+01 1.5217067588e-02
1.5099091300e+01 1.6621280475e-02
1.6610714918e+01 1.7920526873e-02
1.8122452133e+01 1.9128004377e-02
1.9634286461e+01 2.0260541760e-02
2.1146205382e+01 2.1342226113e-02
2.2658200278e+01 2.2398657837e-02
2.4170265120e+01 2.3450833373e-02
2.5682395909e+01 2.4523055977e-02
2.7194590773e+01 2.5644476414e-02
2.8706849723e+01 2.6846166803e-02
3.0219174453e+01 2.8161018428e-02
3.1731568177e+01 2.9623661332e-02
3.3244035491e+01 3.1270401489e-02
3.4756582262e+01 3.3139171914e-02
3.6269215532e+01 3.5269494962e-02
3.7781943434e+01 3.7702454124e-02
3.9294775125e+01 4.0480673386e-02
4.0807720728e+01 4.3648303041e-02
4.2320791276e+01 4.7251011039e-02
4.3833998676e+01 5.1335978837e-02
4.5347355664e+01 5.5951901654e-02
4.6860875777e+01 6.1148991935e-02
4.8374573323e+01 6.6978985900e-02
4.9888463354e+01 7.3495153016e-02
5.1402561651e+01 8.0752307828e-02
5.2916884698e+01 8.8806823882e-02
5.4431449673e+01 9.7716649913e-02
5.5946274429e+01 1.0754132777e-01
5.7461377487e+01 1.1834201172e-01
5.8976778022e+01 1.3018148992e-01
6.0492495859e+01 1.4312420672e-01
6.2008551461e+01 1.5723628679e-01
6.3524965929e+01 1.7258556062e-01
6.5041760992e+01 1.8924159086e-01
6.6558959007e+01 2.0727570004e-01
6.8076582958e+01 2.2676099957e-01
6.9594656451e+01 2.4777241982e-01
7.1113203712e+01 2.7038674103e-01
7.2632249594e+01 2.9468262568e-01
7.4151819570e+01 3.2074065179e-01
7.5671939739e+01 3.4864334670e-01
7.7192636824e+01 3.7847522247e-01
7.8713938180e+01 4.1032281255e-01
8.0235871791e+01 4.4427470831e-01
8.1758466277e+01 4.8042159727e-01
8.3281750898e+01 5.1885630308e-01
8.4805755555e+01 5.5967382437e-01
8.6330510800e+01 6.0297137644e-01
8.7856047835e+01 6.4884843393e-01
8.9382398523e+01 6.9740677284e-01
9.0909595391e+01 7.4875051466e-01
9.2437671638e+01 8.0298617199e-01
9.3966661138e+01 8.6022269361e-01
9.5496598451e+01 9.2057151224e-01
9.7027518828e+01 9.8414659194e-01
9.8559458219e+01 1.0510644772e+00
1.0009245328e+02 1.1214443428e+00
1.0162654139e+02 1.1954080447e+00
1.0316176063e+02 1.2730801724e+00
1.0469814984e+02 1.3545881015e+00
1.0623574859e+02 1.4400620482e+00
1.0777459719e+02 1.5296351243e+00
1.0931473672e+02 1.6234433925e+00
1.1085620903e+02 1.7216259254e+00
1.1239905675e+02 1.8243248625e+00
1.1394332329e+02 1.9316854701e+00
1.1548905287e+02 2.0438562026e+00
1.1703629052e+02 2.1609121143e+00
1.1858508010e+02 2.2828983849e+00
1.2013546549e+02 2.4100158006e+00
1.2168749343e+02 2.5424978404e+00
1.2324121140e+02 2.6805014745e+00
1.2479666769e+02 2.8241863316e+00
1.2635391137e+02 2.9737148169e+00
1.2791299229e+02 3.1292521109e+00
1.2947396110e+02 3.2909661627e+00
1.3103686926e+02 3.4590276820e+00
1.3260176903e+02 3.6336101238e+00
1.3416871346e+02 3.8148896659e+00
1.3573775645e+02 4.0030451854e+00
1.3730895268e+02 4.1982582274e+00
1.3888235765e+02 4.4007129644e+00
