# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015804553e-04 6.6463414914e-08
1.5054889250e+00 8.3550481097e-05
3.0109946267e+00 -1.2157266794e-04
4.5162117439e+00 -1.1026330852e-03
6.0209672355e+00 -2.9238447149e-03
7.5251583661e+00 -5.6352819358e-03
9.0287164344e+00 -9.2646680928e-03
1.0531592281e+01 -1.3827380342e-02
1.2033749277e+01 -1.9330725771e-02
1.3535159450e+01 -2.5776293508e-02
1.5035801134e+01 -3.3161389165e-02
1.6535657453e+01 -4.1479962606e-02
1.8034715287e+01 -5.0723236066e-02
1.9532964534e+01 -6.0880145040e-02
2.1030397580e+01 -7.1937656592e-02
2.2527008894e+01 -8.3881004609e-02
2.4022794723e+01 -9.6693866745e-02
2.5517752847e+01 -1.1035849941e-01
2.7011882392e+01 -1.2485584194e-01
2.8505183678e+01 -1.4016559733e-01
2.9997658086e+01 -1.5626629540e-01
3.1489307966e+01 -1.7313534193e-01
3.2980136543e+01 -1.9074905676e-01
3.4470147851e+01 -2.0908270332e-01
3.5959346672e+01 -2.2811051077e-01
3.7447738483e+01 -2.4780569061e-01
3.8935329415e+01 -2.6814044792e-01
4.0422126217e+01 -2.8908598889e-01
4.1908136222e+01 -3.1061252489e-01
4.3393367320e+01 -3.3268927322e-01
4.4877827936e+01 -3.5528445560e-01
4.6361527011e+01 -3.7836529422e-01
4.7844473980e+01 -4.0189800595e-01
4.9326678762e+01 -4.2584779462e-01
5.0808151743e+01 -4.5017884165e-01
5.2288903767e+01 -4.7485429564e-01
5.3768946127e+01 -4.9983626016e-01
5.5248290555e+01 -5.2508578043e-01
5.6726949217e+01 -5.5056282910e-01
5.8204934705e+01 -5.7622629115e-01
5.9682260035e+01 -6.0203394673e-01
6.1158938640e+01 -6.2794245443e-01
6.2634984369e+01 -6.5390733300e-01
6.4110411485e+01 -6.7988294181e-01
6.5585234663e+01 -7.0582246163e-01
6.7059468987e+01 -7.3167787306e-01
6.8533129953e+01 -7.5739993572e-01
7.0006233464e+01 -7.8293816562e-01
7.1478795838e+01 -8.0824081221e-01
7.2950833801e+01 -8.3325483471e-01
7.4422364495e+01 -8.5792587698e-01
7.5893405473e+01 -8.8219824349e-01
7.7363974708e+01 -9.0601487251e-01
7.8834090592e+01 -9.2931730903e-01
8.0303771938e+01 -9.5204567827e-01
8.1773037985e+01 -9.7413865754e-01
8.3241908400e+01 -9.9553344674e-01
8.4710403284e+01 -1.0161657389e+00
8.6178543172e+01 -1.0359696908e+00
8.7646349042e+01 -1.0548778909e+00
8.9113842314e+01 -1.0728213277e+00
9.0581044860e+01 -1.0897293580e+00
9.2047979005e+01 -1.1055296725e+00
9.3514667535e+01 -1.1201482635e+00
9.4981133701e+01 -1.1335093884e+00
9.6447401222e+01 -1.1455355346e+00
9.7913494296e+01 -1.1561473837e+00
9.9379437604e+01 -1.1652637747e+00
1.0084525631e+02 -1.1728016644e+00
1.0231097609e+02 -1.1786760896e+00
1.0377662309e+02 -1.1828001290e+00
1.0524222399e+02 -1.1850848606e+00
1.0670780598e+02 -1.1854393209e+00
1.0817339678e+02 -1.1837704634e+00
1.0963902462e+02 -1.1799831153e+00
1.1110471827e+02 -1.1739799340e+00
1.1257050707e+02 -1.1656613622e+00
1.1403642089e+02 -1.1549255811e+00
1.1550249016e+02 -1.1416684652e+00
1.1696874590e+02 -1.1257835339e+00
1.1843521968e+02 -1.1071619038e+00
1.1990194368e+02 -1.0856922390e+00
1.2136895067e+02 -1.0612606988e+00
1.2283627401e+02 -1.0337508892e+00
1.2430394770e+02 -1.0030438085e+00
1.2577200633e+02 -9.6901779403e-01
1.2724048516e+02 -9.3154846838e-01
1.2870942006e+02 -8.9050868267e-01
1.3017884757e+02 -8.4576846097e-01
1.3164880488e+02 -7.9719494072e-01
1.3311932988e+02 -7.4465231585e-01
1.3459046112e+02 -6.8800177599e-01
1.3606223785e+02 -6.2710144583e-01
1.3753470003e+02 -5.6180631962e-01
1.3900788832e+02 -4.9196820209e-01
1.4048184413e+02 -4.1743564183e-01
1.4195660961e+02 -3.3805386454e-01
1.4343222764e+02 -2.5366470677e-01
1.4490874189e+02 -1.6410654686e-01
1.4638619679e+02 -6.9214235749e-02
1.4786463755e+02 3.1180973344e-02
1.4934411020e+02 1.3725149900e-01
1.5082466159e+02 2.4917350486e-01
1.5230633937e+02 3.6712697204e-01
1.5378919204e+02 4.9129577947e-01
1.5527326898e+02 6.2186777843e-01
1.5675862040e+02 7.5903487401e-01
1.5824529741e+02 9.0299310447e-01
1.5973335202e+02 1.0539427219e+00
1.6122283715e+02 1.2120882789e+00
1.6271380664e+02 1.3776387124e+00
1.6420631527e+02 1.5508074273e+00
1.6570041878e+02 1.7318123888e+00
1.6719617388e+02 1.9208762101e+00
1.6869363826e+02 2.1182262399e+00
1.7019287063e+02 2.3240946630e+00
1.7169393071e+02 2.5387185891e+00
1.7319687924e+02 2.7623401476e+00
1.7470177805e+02 2.9952065895e+00
1.7620868999e+02 3.2375703843e+00
1.7771767905e+02 3.4896893213e+00
1.7922881029e+02 3.7518266101e+00
1.8074214990e+02 4.0242509885e+00
1.8225776520e+02 4.3072368301e+00
1.8377572470e+02 4.6010642460e+00
1.8529609806e+02 4.9060191957e+00
1.8681895615e+02 5.2223936061e+00
1.8834437104e+02 5.5504854779e+00
1.8987241606e+02 5.8905989995e+00
1.9140316577e+02 6.2430446699e+00
1.9293669602e+02 6.6081394161e+00
1.9447308396e+02 6.9862067109e+00
1.9601240804e+02 7.3775766961e+00
1.9755474806e+02 7.7825863112e+00
1.9910018518e+02 8.2015794189e+00
2.0064880194e+02 8.6349069323e+00
2.0220068228e+02 9.0829269456e+00
2.0375591157e+02 9.5454782019e+00
2.0531456892e+02 1.0019808744e+01
2.0687669739e+02 1.0505743765e+01
2.0844237158e+02 1.1006054326e+01
2.1001167267e+02 1.1521396610e+01
2.1158468239e+02 1.2052008076e+01
2.1316148300e+02 1.2598120050e+01
2.1474215716e+02 1.3159956876e+01
2.1632678794e+02 1.3737735029e+01
2.1791545874e+02 1.4331662166e+01
2.1950825318e+02 1.4941936153e+01
2.2110525507e+02 1.5568744015e+01
2.2270654831e+02 1.6212260887e+01
2.2431221680e+02 1.6872648885e+01
2.2592234437e+02 1.7550055953e+01
2.2753701467e+02 1.8244614681e+01
2.2915631106e+02 1.8956441084e+01
2.3078031651e+02 1.9685633349e+01
2.3240911349e+02 2.0432270571e+01
2.3404278388e+02 2.1196411474e+01
2.3568140878e+02 2.1978093115e+01
2.3732506844e+02 2.2777329601e+01
2.3897384212e+02 2.3594110798e+01
2.4062780791e+02 2.4428401078e+01
2.4228704266e+02 2.5280138091e+01
2.4395162176e+02 2.6149231572e+01
2.4562161904e+02 2.7035562218e+01
2.4729710660e+02 2.7938980622e+01
2.4897815465e+02 2.8859306287e+01
2.5066483136e+02 2.9796326759e+01
2.5235720272e+02 3.0749796841e+01
2.5405533233e+02 3.1719437972e+01
2.5575928129e+02 3.2704937715e+01
2.5746910805e+02 3.3705949427e+01
2.5918486819e+02 3.4722092085e+01
2.6090661435e+02 3.5752950315e+01
2.6263439601e+02 3.6798074609e+01
2.6436825941e+02 3.7856981741e+01
2.6610824737e+02 3.8929155428e+01
2.6785439917e+02 4.0014047198e+01
2.6960675046e+02 4.1111077490e+01
2.7136533310e+02 4.2219636987e+01
2.7313017511e+02 4.3339088177e+01
2.7490130055e+02 4.4468767161e+01
2.7667872945e+02 4.5607985660e+01
2.7846247776e+02 4.6756033210e+01
2.8025255728e+02 4.7912179619e+01
2.8204897566e+02 4.9075677548e+01
2.8385173634e+02 5.0245765244e+01
2.8566083859e+02 5.1421669455e+01
2.8747627750e+02 5.2602608418e+01
2.8929804399e+02 5.3787794936e+01
2.9112612491e+02 5.4976439511e+01
2.9296050306e+02 5.6167753503e+01
2.9480115726e+02 5.7360952278e+01
2.9664806248e+02 5.8555258307e+01
2.9850118993e+02 5.9749904199e+01
3.0036050714e+02 6.0944135646e+01
3.0222597814e+02 6.2137214229e+01
3.0409756361e+02 6.3328420073e+01
3.0597522097e+02 6.4517054315e+01
3.0785890460e+02 6.5702441411e+01
3.0974856599e+02 6.6883931176e+01
3.1164415393e+02 6.8060900641e+01
3.1354561464e+02 6.9232755673e+01
3.1545289204e+02 7.0398932320e+01
3.1736592785e+02 7.1558897932e+01
3.1928466184e+02 7.2712152039e+01
3.2120903199e+02 7.3858226993e+01
3.2313897468e+02 7.4996688362e+01
3.2507442490e+02 7.6127135091e+01
3.2701531639e+02 7.7249199486e+01
3.2896158184e+02 7.8362546976e+01
3.3091315308e+02 7.9466875673e+01
3.3286996121e+02 8.0561915801e+01
3.3483193679e+02 8.1647428957e+01
3.3679900998e+02 8.2723207218e+01
3.3877111069e+02 8.3789072169e+01
3.4074816873e+02 8.4844873820e+01
3.4273011390e+02 8.5890489412e+01
