# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015804710e-04 6.7873958170e-08
1.5055492008e+00 1.2968753179e-04
3.0112074312e+00 5.2264012164e-05
4.5166586417e+00 -7.3106130935e-04
6.0217256682e+00 -2.2858136291e-03
7.5263034783e+00 -4.6635744060e-03
9.0303215782e+00 -7.8937912396e-03
1.0533729384e+01 -1.1993194433e-02
1.2036489059e+01 -1.6970422729e-02
1.3538571557e+01 -2.2828417934e-02
1.5039954229e+01 -2.9565883354e-02
1.6540619266e+01 -3.7178225564e-02
1.8040552649e+01 -4.5658190766e-02
1.9539743400e+01 -5.4996310356e-02
2.1038183035e+01 -6.5181221747e-02
2.2535865158e+01 -7.6199904594e-02
2.4032785145e+01 -8.8037857739e-02
2.5528939899e+01 -1.0067923339e-01
2.7024327661e+01 -1.1410693993e-01
2.8518947846e+01 -1.2830272108e-01
3.0012800924e+01 -1.4324721677e-01
3.1505888312e+01 -1.5892001005e-01
3.2998212289e+01 -1.7529966257e-01
3.4489775924e+01 -1.9236374122e-01
3.5980583016e+01 -2.1008883731e-01
3.7470638043e+01 -2.2845057977e-01
3.8959946119e+01 -2.4742364311e-01
4.0448512957e+01 -2.6698175125e-01
4.1936344837e+01 -2.8709767765e-01
4.3423448579e+01 -3.0774324210e-01
4.4909831523e+01 -3.2888930481e-01
4.6395501507e+01 -3.5050575804e-01
4.7880466847e+01 -3.7256151547e-01
4.9364736329e+01 -3.9502449946e-01
5.0848319194e+01 -4.1786162660e-01
5.2331225126e+01 -4.4103879140e-01
5.3813464244e+01 -4.6452084850e-01
5.5295047098e+01 -4.8827159320e-01
5.6775984659e+01 -5.1225374079e-01
5.8256288317e+01 -5.3642890424e-01
5.9735969875e+01 -5.6075757050e-01
6.1215041550e+01 -5.8519907591e-01
6.2693515967e+01 -6.0971157980e-01
6.4171406163e+01 -6.3425203732e-01
6.5648725579e+01 -6.5877617063e-01
6.7125488072e+01 -6.8323843852e-01
6.8601707903e+01 -7.0759200620e-01
7.0077399750e+01 -7.3178871201e-01
7.1552578703e+01 -7.5577903382e-01
7.3027260269e+01 -7.7951205433e-01
7.4501460379e+01 -8.0293542454e-01
7.5975195383e+01 -8.2599532652e-01
7.7448482065e+01 -8.4863643342e-01
7.8921337638e+01 -8.7080187020e-01
8.0393779755e+01 -8.9243317159e-01
8.1865826514e+01 -9.1347023859e-01
8.3337496460e+01 -9.3385129408e-01
8.4808808597e+01 -9.5351283669e-01
8.6279782388e+01 -9.7238959317e-01
8.7750437769e+01 -9.9041446879e-01
