# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015805021e-04 7.8712296626e-08
1.5059476791e+00 4.1960265165e-04
3.0125840805e+00 1.1167442540e-03
4.5194981276e+00 1.4863510932e-03
6.0264734709e+00 1.4453211541e-03
7.5333823272e+00 9.3324046133e-04
9.0401395452e+00 -8.6947634376e-05
1.0546683072e+01 -1.6426843343e-03
1.2052965273e+01 -3.7514654634e-03
1.3558948946e+01 -6.4222600508e-03
1.5064604474e+01 -9.6590204234e-03
1.6569907987e+01 -1.3461823710e-02
1.8074840102e+01 -1.7827648028e-02
1.9579385034e+01 -2.2750920017e-02
2.1083529945e+01 -2.8223912891e-02
2.2587264454e+01 -3.4237042836e-02
2.4090580259e+01 -4.0779094137e-02
2.5593470848e+01 -4.7837393139e-02
2.7095931258e+01 -5.5397944325e-02
2.8597957891e+01 -6.3445538081e-02
3.0099548360e+01 -7.1963836725e-02
3.1600701360e+01 -8.0935443554e-02
3.3101416563e+01 -9.0341958747e-02
3.4601694529e+01 -1.0016402442e-01
3.6101536632e+01 -1.1038136119e-01
3.7600944996e+01 -1.2097279772e-01
3.9099922438e+01 -1.3191629436e-01
4.0598472424e+01 -1.4318896195e-01
4.2096599026e+01 -1.5476707666e-01
4.3594306886e+01 -1.6662609109e-01
4.5091601187e+01 -1.7874064276e-01
4.6588487628e+01 -1.9108455979e-01
4.8084972394e+01 -2.0363086425e-01
4.9581062140e+01 -2.1635177394e-01
5.1076763974e+01 -2.2921870208e-01
5.2572085436e+01 -2.4220225547e-01
5.4067034486e+01 -2.5527223161e-01
5.5561619495e+01 -2.6839761421e-01
5.7055849229e+01 -2.8154656758e-01
5.8549732840e+01 -2.9468643043e-01
6.0043279862e+01 -3.0778370810e-01
6.1536500196e+01 -3.2080406413e-01
6.3029404112e+01 -3.3371231153e-01
6.4522002235e+01 -3.4647240219e-01
6.6014305548e+01 -3.5904741651e-01
6.7506325381e+01 -3.7139955216e-01
6.8998073412e+01 -3.8349011134e-01
7.0489561661e+01 -3.9527948889e-01
7.1980802490e+01 -4.0672715855e-01
7.3471808600e+01 -4.1779165893e-01
7.4962593027e+01 -4.2843057921e-01
7.6453169147e+01 -4.3860054388e-01
7.7943550668e+01 -4.4825719740e-01
7.9433751637e+01 -4.5735518767e-01
8.0923786432e+01 -4.6584814983e-01
8.2413669769e+01 -4.7368868836e-01
8.3903416701e+01 -4.8082835961e-01
8.5393042615e+01 -4.8721765363e-01
8.6882563238e+01 -4.9280597485e-01
8.8371994636e+01 -4.9754162376e-01
8.9861353216e+01 -5.0137177576e-01
9.1350655729e+01 -5.0424246122e-01
9.2839919270e+01 -5.0609854509e-01
9.4329161281e+01 -5.0688370468e-01
9.5818399554e+01 -5.0654040758e-01
9.7307652235e+01 -5.0500989001e-01
9.8796937822e+01 -5.0223213296e-01
1.0028627518e+02 -4.9814583825e-01
1.0177568351e+02 -4.9268840519e-01
1.0326518242e+02 -4.8579590531e-01
1.0475479186e+02 -4.7740305694e-01
1.0624453214e+02 -4.6744319984e-01
1.0773442398e+02 -4.5584826736e-01
1.0922448845e+02 -4.4254876064e-01
1.1071474702e+02 -4.2747372092e-01
1.1220522154e+02 -4.1055070007e-01
1.1369593427e+02 -3.9170573265e-01
1.1518690785e+02 -3.7086330532e-01
1.1667816533e+02 -3.4794632794e-01
1.1816973017e+02 -3.2287610208e-01
1.1966162622e+02 -2.9557228867e-01
1.2115387779e+02 -2.6595287682e-01
1.2264650958e+02 -2.3393415100e-01
1.2413954673e+02 -1.9943065623e-01
1.2563301481e+02 -1.6235516460e-01
1.2712693984e+02 -1.2261864070e-01
1.2862134827e+02 -8.0130204496e-02
1.3011626702e+02 -3.4797096405e-02
1.3161172346e+02 1.3475361905e-02
1.3310774542e+02 6.4783804080e-02
1.3460436121e+02 1.1922685726e-01
1.3610159961e+02 1.7690518504e-01
1.3759948990e+02 2.3792152416e-01
1.3909806183e+02 3.0238072825e-01
1.4059734566e+02 3.7038980911e-01
1.4209737217e+02 4.4205797914e-01
1.4359817262e+02 5.1749669723e-01
1.4509977882e+02 5.9681971112e-01
1.4660222311e+02 6.8014310474e-01
1.4810553834e+02 7.6758534444e-01
1.4960975793e+02 8.5926732695e-01
1.5111491584e+02 9.5531242675e-01
1.5262104660e+02 1.0558465455e+00
1.5412818530e+02 1.1609981655e+00
1.5563636763e+02 1.2708983983e+00
1.5714562983e+02 1.3856810365e+00
1.5865600877e+02 1.5054826111e+00
1.6016754192e+02 1.6304424428e+00
1.6168026734e+02 1.7607026986e+00
1.6319422375e+02 1.8964084495e+00
1.6470945048e+02 2.0377077285e+00
1.6622598751e+02 2.1847515878e+00
1.6774387549e+02 2.3376941606e+00
1.6926315569e+02 2.4966927240e+00
1.7078387012e+02 2.6619077583e+00
1.7230606141e+02 2.8335030124e+00
1.7382977294e+02 3.0116455703e+00
1.7535504877e+02 3.1965059160e+00
1.7688193367e+02 3.3882580017e+00
1.7841047316e+02 3.5870793152e+00
1.7994071350e+02 3.7931509516e+00
1.8147270169e+02 4.0066576875e+00
1.8300648550e+02 4.2277880473e+00
1.8454211350e+02 4.4567343847e+00
1.8607963501e+02 4.6936929542e+00
1.8761910018e+02 4.9388639875e+00
1.8916055997e+02 5.1924517789e+00
1.9070406618e+02 5.4546647564e+00
1.9224967142e+02 5.7257155685e+00
1.9379742919e+02 6.0058211681e+00
1.9534739383e+02 6.2952028929e+00
1.9689962060e+02 6.5940865583e+00
1.9845416562e+02 6.9027025387e+00
2.0001108595e+02 7.2212858564e+00
2.0157043955e+02 7.5500762822e+00
2.0313228535e+02 7.8893184194e+00
2.0469668322e+02 8.2392617969e+00
2.0626369401e+02 8.6001609734e+00
2.0783337955e+02 8.9722756291e+00
2.0940580268e+02 9.3558706677e+00
2.1098102727e+02 9.7504545915e+00
2.1255910732e+02 1.0155036719e+01
2.1414009090e+02 1.0570378163e+01
2.1572404128e+02 1.0997733456e+01
2.1731102260e+02 1.1437350482e+01
2.1890109981e+02 1.1889469735e+01
2.2049433861e+02 1.2354333089e+01
2.2209080547e+02 1.2832183582e+01
2.2369056759e+02 1.3323265183e+01
2.2529369294e+02 1.3827822549e+01
2.2690025021e+02 1.4346100751e+01
2.2851030881e+02 1.4878344980e+01
2.3012393886e+02 1.5424800232e+01
2.3174121115e+02 1.5985710967e+01
2.3336219716e+02 1.6561320747e+01
2.3498696902e+02 1.7151871844e+01
2.3661559947e+02 1.7757604815e+01
2.3824816186e+02 1.8378758062e+01
2.3988473013e+02 1.9015567356e+01
2.4152537875e+02 1.9668265319e+01
2.4317018271e+02 2.0337080890e+01
2.4481921749e+02 2.1022238753e+01
2.4647255900e+02 2.1723958730e+01
2.4813028357e+02 2.2442455134e+01
2.4979246787e+02 2.3177936103e+01
2.5145918891e+02 2.3930602875e+01
2.5313052393e+02 2.4700649048e+01
2.5480655042e+02 2.5488259796e+01
2.5648734600e+02 2.6293611035e+01
2.5817298839e+02 2.7116868582e+01
2.5986355533e+02 2.7958187251e+01
2.6155912455e+02 2.8817709921e+01
2.6325977364e+02 2.9695566586e+01
2.6496558002e+02 3.0591873348e+01
2.6667662084e+02 3.1506731398e+01
2.6839297290e+02 3.2440225962e+01
2.7011471258e+02 3.3392425220e+01
2.7184191570e+02 3.4363379209e+01
2.7357465746e+02 3.5353118701e+01
2.7531301236e+02 3.6361654076e+01
2.7705705403e+02 3.7388974185e+01
2.7880685518e+02 3.8435045195e+01
2.8056248746e+02 3.9499809472e+01
