# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015805175e-04 8.7895926762e-08
1.5061885923e+00 5.6851908842e-04
3.0133636621e+00 1.6355988273e-03
4.5210374122e+00 2.5198582872e-03
6.0289681899e+00 3.1372774703e-03
7.5370148973e+00 3.4234252307e-03
9.0450833173e+00 3.3406327613e-03
1.0553106046e+01 2.8715844971e-03
1.2061033927e+01 2.0074958452e-03
1.3568828781e+01 7.4143670307e-04
1.5076460538e+01 -9.2597012224e-04
1.6583905604e+01 -2.9881524158e-03
1.8091145450e+01 -5.4349731901e-03
1.9598165615e+01 -8.2533255645e-03
2.1104954973e+01 -1.1427560933e-02
2.2611505193e+01 -1.4939804142e-02
2.4117810313e+01 -1.8770189388e-02
2.5623866419e+01 -2.2897039147e-02
2.7129671382e+01 -2.7297001127e-02
2.8635224654e+01 -3.1945153524e-02
3.0140527094e+01 -3.6815086105e-02
3.1645580833e+01 -4.1878962342e-02
3.3150389158e+01 -4.7107566622e-02
3.4654956417e+01 -5.2470339356e-02
3.6159287935e+01 -5.7935402244e-02
3.7663389951e+01 -6.3469575557e-02
3.9167269557e+01 -6.9038388673e-02
4.0670934651e+01 -7.4606084579e-02
4.2174393891e+01 -8.0135619745e-02
4.3677656667e+01 -8.5588659738e-02
4.5180733063e+01 -9.0925570836e-02
4.6683633834e+01 -9.6105408667e-02
4.8186370382e+01 -1.0108590369e-01
4.9688954741e+01 -1.0582344390e-01
5.1191399555e+01 -1.1027305529e-01
5.2693718068e+01 -1.1438837988e-01
5.4195924112e+01 -1.1812165141e-01
5.5698032098e+01 -1.2142366961e-01
5.7200057006e+01 -1.2424377202e-01
5.8702014379e+01 -1.2652980422e-01
6.0203920323e+01 -1.2822808785e-01
6.1705791496e+01 -1.2928338749e-01
6.3207645114e+01 -1.2963887610e-01
6.4709498942e+01 -1.2923609720e-01
6.6211371298e+01 -1.2801492716e-01
6.7713281055e+01 -1.2591353549e-01
6.9215247637e+01 -1.2286834247e-01
7.0717291028e+01 -1.1881397572e-01
7.2219431771e+01 -1.1368322601e-01
7.3721690971e+01 -1.0740700015e-01
7.5224090303e+01 -9.9914272085e-02
7.6726652014e+01 -9.1132033634e-02
7.8229398931e+01 -8.0985242295e-02
7.9732354464e+01 -6.9396767546e-02
8.1235542617e+01 -5.6287335194e-02
8.2738987992e+01 -4.1575470651e-02
8.4242715798e+01 -2.5177439299e-02
8.5746751859e+01 -7.0071848747e-03
8.7251122624e+01 1.3023732242e-02
8.8755855176e+01 3.5006201807e-02
9.0260977241e+01 5.9033630417e-02
9.1766517198e+01 8.5202009793e-02
9.3272504091e+01 1.1360999076e-01
9.4778967642e+01 1.4435895528e-01
9.6285938257e+01 1.7755309311e-01
9.7793447046e+01 2.1329948107e-01
9.9301525828e+01 2.5170816318e-01
