# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015805021e-04 7.8944628101e-08
1.5058797179e+00 3.4929973582e-04
3.0123075800e+00 8.4178428957e-04
4.5188787335e+00 8.8202486068e-04
6.0253811839e+00 3.9586012233e-04
7.5316920858e+00 -6.7034050443e-04
9.0377297556e+00 -2.3511239167e-03
1.0543434868e+01 -4.6676394022e-03
1.2048763178e+01 -7.6290015763e-03
1.3553680859e+01 -1.1237448219e-02
1.5058161676e+01 -1.5490068891e-02
1.6562185155e+01 -2.0379923086e-02
1.8065735340e+01 -2.5896797501e-02
1.9568799908e+01 -3.2027737727e-02
2.1071369523e+01 -3.8757432467e-02
2.2573437359e+01 -4.6068497537e-02
2.4074998721e+01 -5.3941689734e-02
2.5576050759e+01 -6.2356070159e-02
2.7076592239e+01 -7.1289130340e-02
2.8576623357e+01 -8.0716890409e-02
3.0076145585e+01 -9.0613975743e-02
3.1575161555e+01 -1.0095367696e-01
3.3073674947e+01 -1.1170799668e-01
3.4571690412e+01 -1.2284768580e-01
3.6069213491e+01 -1.3434227117e-01
3.7566250561e+01 -1.4616007604e-01
3.9062808779e+01 -1.5826823490e-01
4.0558896039e+01 -1.7063270337e-01
4.2054520931e+01 -1.8321826371e-01
4.3549692712e+01 -1.9598852701e-01
4.5044421275e+01 -2.0890593222e-01
4.6538717125e+01 -2.2193174244e-01
4.8032591357e+01 -2.3502603881e-01
4.9526055640e+01 -2.4814771248e-01
5.1019122200e+01 -2.6125445459e-01
5.2511803803e+01 -2.7430274433e-01
5.4004113749e+01 -2.8724783574e-01
5.5496065858e+01 -3.0004374307e-01
5.6987674464e+01 -3.1264322471e-01
5.8478954405e+01 -3.2499776586e-01
5.9969921019e+01 -3.3705756014e-01
6.1460590139e+01 -3.4877149018e-01
6.2950978087e+01 -3.6008710666e-01
6.4441101675e+01 -3.7095060740e-01
6.5930978197e+01 -3.8130681438e-01
6.7420625434e+01 -3.9109915053e-01
6.8910061647e+01 -4.0026961566e-01
7.0399305582e+01 -4.0875876064e-01
7.1888376464e+01 -4.1650566179e-01
7.3377294007e+01 -4.2344789436e-01
7.4866078404e+01 -4.2952150422e-01
7.6354750340e+01 -4.3466097950e-01
7.7843330984e+01 -4.3879922169e-01
7.9331842001e+01 -4.4186751511e-01
8.0820305548e+01 -4.4379549614e-01
8.2308744279e+01 -4.4451112139e-01
8.3797181352e+01 -4.4394063514e-01
8.5285640428e+01 -4.4200853651e-01
8.6774145680e+01 -4.3863754482e-01
8.8262721793e+01 -4.3374856498e-01
8.9751393973e+01 -4.2726065153e-01
9.1240187951e+01 -4.1909097182e-01
9.2729129986e+01 -4.0915476934e-01
9.4218246874e+01 -3.9736532528e-01
9.5707565952e+01 -3.8363391916e-01
9.7197115105e+01 -3.6786978931e-01
9.8686922772e+01 -3.4998009203e-01
1.0017701795e+02 -3.2986985956e-01
1.0166743022e+02 -3.0744195845e-01
1.0315818970e+02 -2.8259704544e-01
1.0464932714e+02 -2.5523352404e-01
1.0614087384e+02 -2.2524749852e-01
1.0763286172e+02 -1.9253272820e-01
1.0912532329e+02 -1.5698058077e-01
