# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015805021e-04 2.5726367865e-07
1.2731687956e+01 -1.5520260193e-02
2.5432185452e+01 -6.3841736298e-02
3.8099881999e+01 -1.3486527731e-01
5.0742097048e+01 -2.0691071887e-01
6.3367400624e+01 -2.6145322081e-01
7.5984416437e+01 -2.8184612582e-01
8.8601541101e+01 -2.5262211412e-01
1.0122692217e+02 -1.5882508503e-01
1.1386852810e+02 1.4625575813e-02
1.2653425647e+02 2.8356363873e-01
1.3923206220e+02 6.6523611754e-01
1.5197010161e+02 1.1790435183e+00
1.6475689462e+02 1.8474233176e+00
1.7760151187e+02 2.6969637657e+00
1.9051379800e+02 3.7598763129e+00
2.0350464807e+02 5.0760266702e+00
2.1658636311e+02 6.6958526352e+00
2.2977312580e+02 8.6847345129e+00
2.4308166356e+02 1.1129846438e+01
2.5653221550e+02 1.4150648662e+01
2.7014993400e+02 1.7906054663e+01
2.8396610377e+02 2.2633688111e+01
2.9802262740e+02 2.8717442691e+01
3.1237826920e+02 3.6789693580e+01
3.2711994333e+02 4.7946185565e+01
3.4238354535e+02 6.4015012406e+01
3.5838135666e+02 8.6948541336e+01
3.7537093078e+02 1.1540071782e+02
3.9343645964e+02 1.4299480639e+02
4.1236617546e+02 1.6429440012e+02
4.3188048290e+02 1.7904199545e+02
4.5178051389e+02 1.8926228979e+02
4.7194564335e+02 1.9669965720e+02
4.9230445701e+02 2.0246116588e+02
5.1281419522e+02 2.0721195965e+02
5.3344879485e+02 2.1135397938e+02
5.5419211356e+02 2.1513509863e+02
5.7503403630e+02 2.1871154258e+02
5.9596818369e+02 2.2218367726e+02
6.1699052929e+02 2.2561696613e+02
6.3809854603e+02 2.2905455837e+02
6.5929066855e+02 2.3252504498e+02
6.8056594903e+02 2.3604735179e+02
7.0192383364e+02 2.3963389302e+02
7.2336401603e+02 2.4329264312e+02
7.4488634056e+02 2.4702852117e+02
7.6649073809e+02 2.5084432977e+02
7.8817718364e+02 2.5474140023e+02
8.0994566840e+02 2.5872004083e+02
8.3179618167e+02 2.6277985136e+02
8.5372869939e+02 2.6691994542e+02
8.7574317718e+02 2.7113910860e+02
8.9783954653e+02 2.7543591162e+02
9.2001771292e+02 2.7980879124e+02
9.4227755549e+02 2.8425610837e+02
9.6461892749e+02 2.8877618965e+02
9.8704165738e+02 2.9336735697e+02
1.0095455503e+03 2.9802794840e+02
1.0321303895e+03 3.0276331270e+02
