rhob,rho_over_rho0,fq_star,y_star,mu_e,eps_e,eps_mu,energy_density,target_k0,mu_b,pressure,vs2,energy_density_mevfm3,pressure_mevfm3
1.2299999999999999e-09,1e-06,0.9980730079713227,1e-06,3.3992688562127403e-06,0.0,0.0,1.1537402389140961e-09,280.0,0.9411731905736005,3.902785491432402e-12,2.0174748842286406e-08,0.00015015805331108394,5.079433412462143e-07
0.00021207015310344826,0.17241475862068964,0.0010004344041097497,0.00817598580609835,0.03719437569648656,4.8469366124499655e-08,0.0,0.00019994257752298787,280.0,0.9444536222264677,3.4784674168540923e-07,0.00348042661052879,26.022311784072016,0.04527187994348315
0.00042413907620689645,0.34482851724137925,0.0010004344041097497,0.01879993632786091,0.06184900651532286,3.706308137599555e-07,0.0,0.00040057967891367476,280.0,0.9477473554818513,1.397008917926768e-06,0.007621784079455682,52.13501510380714,0.18181921068432658
0.0006362079993103448,0.517242275862069,0.0010004344041097497,0.028481695545251554,0.08131298996103338,1.107293709533173e-06,0.0,0.0006019180996253423,280.0,0.9516771269836576,3.546501322347455e-06,0.0144677646338217,78.33899438015362,0.46157333918603993
0.000848276922413793,0.6896560344827586,0.0010004344041097497,0.03669197327318559,0.0973804817988419,2.2778020490360884e-06,0.0,0.0008042219658368904,280.0,0.9569264315226946,7.5166424715942095e-06,0.024731493863456876,104.66862535170013,0.9782829469762815
0.0010603458455172414,0.8620697931034483,0.0010004344041097497,0.04435467678230544,0.11075837650617518,3.811863525107314e-06,1.3460327808314394e-07,0.0010077868152698292,280.0,0.9635102199101611,1.386724352531372e-05,0.03769626492060093,131.16237193557905,1.8048068554076677
0.0012724147686206894,1.0344835517241378,0.0010004344041097497,0.05311267774006953,0.1214334664243757,5.507901214427054e-06,8.349208307509459e-07,0.0012128831153079191,280.0,0.9714547092712649,2.321020381495652e-05,0.05399206451566621,157.85543517138305,3.0207831054654424
0.0014844836917241378,1.2068973103448275,0.0010004344041097497,0.060558112489792024,0.1304430813263484,7.333609734846469e-06,1.828706889429189e-06,0.0014198175233476901,280.0,0.9809938181216866,3.645180133614854e-05,0.07483216148481037,184.78772619000907,4.744162805199668
0.0016965526148275858,1.379311068965517,0.0010004344041097497,0.06638170599343227,0.13814575662697087,9.225385400542203e-06,2.9967417235454395e-06,0.0016289597204683312,280.0,0.9924289455535464,5.4748202141121846e-05,0.10130097632444778,212.00735858698286,7.125419724920139
0.001908621537931034,1.5517248275862066,0.0010004344041097497,0.07051659815439812,0.1446718421446404,1.1096113509213786e-05,4.240285819231339e-06,0.0018407441988281526,280.0,1.0061273051792088,7.957204573739562e-05,0.13502081373638666,239.57088105018957,10.35621631534124
0.0021206904610344825,1.7241385862068963,0.0010004344041097497,0.07282629335381435,0.15000093436140505,1.282363299329406e-05,5.4443963811943765e-06,0.0020556963886969896,280.0,1.02261739886936,0.00011295857437315692,0.17873524069794236,267.54667776508796,14.701437169802524
0.002332759384137931,1.896552344827586,0.0010004344041097497,0.07299096752891404,0.153944006213366,1.4226124837798784e-05,6.4525127599396025e-06,0.002274474939878302,280.0,1.0426828373627597,0.00015785323365923943,0.23669586491853528,296.02047129639885,20.544428871996644
0.0025448283072413793,2.068966103448276,0.0012736960994653417,0.07031915894042068,0.1560308450883329,1.501334442244361e-05,7.028454830168922e-06,0.0024979376416129264,280.0,1.067489869032106,0.00021864079479336955,0.3183431498526736,325.10390199279925,28.455864685330628
0.0027568972303448273,2.2413798620689653,0.002148891243489461,0.06354044360598465,0.15521335827360166,1.4701171309941766e-05,6.799261140821635e-06,0.0027272377937772618,280.0,1.0993208245449768,0.00030347674267117673,0.5074249132465355,354.94707059489184,39.4971722123368
0.0029689661534482758,2.4137936206896553,0.003887498488697504,0.04958566532020844,0.1483399647926841,1.2265006872559795e-05,5.0500590105824956e-06,0.0029642012084258222,280.0,1.153308719055203,0.0004599333429258618,1.329923016144264,385.78760458117705,59.859830746311346
0.003181035076551724,2.586207379310345,0.016577641472905028,0.019860690730544237,0.1203221643521316,5.309027455550541e-06,7.383201724820085e-07,0.0032163996698889707,280.0,1.3184367066528608,0.0009775937401871153,2.0122215790860714,418.61096355234355,127.23277563220068
0.003393103999655172,2.7586211379310344,0.07324851381396735,0.0319347086647812,0.14161533414688685,1.0187690297873475e-05,3.6273912267287803e-06,0.0035234001135456806,280.0,1.5070401545171617,0.0015901438623874497,1.4148454030248867,458.56674166451097,206.95551633476995
0.00360517292275862,2.931034896551724,0.12704369491768366,0.035565467186620604,0.15153351527525286,1.3355806456015869e-05,5.824023789939002e-06,0.003855592435173187,280.0,1.5849652143853223,0.0018584812392430884,0.5632246907497406,501.8012156457811,241.87933781573807
0.0038172418458620686,3.1034486551724134,0.1757914023483197,0.03535962308270771,0.1567337055298503,1.5285697202865858e-05,7.229240314233697e-06,0.004195643845887923,280.0,1.6120626531237452,0.001957989171767466,0.23087499806642237,546.0585416333637,254.83018839102408
0.0040293107689655175,3.275862413793104,0.2195170665654057,0.03457131363956975,0.16077519520327332,1.692435234021771e-05,8.452311172694172e-06,0.004539329216819668,280.0,1.6263190857182828,0.002013615789039163,0.14511537644209144,590.788823641367,262.06993290202456
0.0042413796920689655,3.4482761724137934,0.258824280293661,0.0337837629586143,0.16438339168190144,1.8495574002403085e-05,9.646519522083313e-06,0.004885427320149645,280.0,1.6369051619969746,0.0020573089917871826,0.12384709871951709,635.833120180423,267.7565563258069
0.0044534486151724135,3.6206899310344824,0.2943414030069148,0.033017330481806634,0.16764585858812261,2.00081781525051e-05,1.0813253499987594e-05,0.005233602646674015,280.0,1.6465916753584633,0.0020994087697055576,0.12358958858208587,681.1477650878917,273.23579721888876
0.004665517538275862,3.793103689655173,0.32659382326042286,0.032266132882159515,0.17060380133725297,2.1458095899226023e-05,1.194541732222869e-05,0.005583809166918389,280.0,1.6562862602365023,0.002143623428620351,0.1307216730448711,726.7267676771039,278.9902876028835
0.00487758646137931,3.965517448275862,0.35601579015073004,0.03153051996168953,0.17329637624625013,2.284517097105015e-05,1.3039746162595795e-05,0.005936096333792802,280.0,1.666274625712898,0.0021913022215243076,0.14031095959946754,772.5765641912025,285.19563130608907
0.005089655384482758,4.1379312068965515,0.3829674092078281,0.03081559853939827,0.17576304807024062,2.4173909629057987e-05,1.4097336196225648e-05,0.0062905392978574596,280.0,1.6766163935176,0.002242860357121456,0.15039623535549984,818.7069353949083,291.9058672955206
0.005301724307586206,4.310344965517241,0.40774757768440184,0.030130066147045338,0.178044958946998,2.54539632746518e-05,1.5124001724265385e-05,0.00664721279985453,280.0,1.6872876867781041,0.0022983213430278456,0.1601707069733306,865.1276087155645,299.1240550621666
0.005513793230689654,4.4827587241379305,0.43061049191200074,0.02947692569689224,0.1801716250263371,2.669207596533408e-05,1.6123739895369116e-05,0.007006181863258941,280.0,1.698236713434376,0.0023575442313841675,0.16931687778708684,911.8470468886165,306.8318503934752
0.005725862153793102,4.65517248275862,0.4517685855809067,0.02886218247018755,0.18217523849012,2.789935950533699e-05,1.7104462801062746e-05,0.007367499261840064,280.0,1.7094061540026075,0.002420324740824489,0.1777350875948215,958.8721183634843,315.0026662890095
