rhob,rho_over_rho0,y,fq_star,energy_density,target_k0,mu_b,pressure,vs2,energy_density_mevfm3,pressure_mevfm3
1.2299999999999999e-09,1e-06,0.2,0.996164646902342,1.1537402150545187e-09,315.0,0.9396072373676816,1.9766869077295888e-12,-2.8326672408028163e-08,0.00015015805020578555,2.572636786505296e-07
0.0001042384972881356,0.08474674576271186,0.2,0.0010004344041097497,9.782399531953723e-05,315.0,0.9373192040924059,-1.1925000563356252e-07,-0.002475683518257996,12.73168795613793,-0.015520260193165361
0.00020847576457627118,0.16949249152542373,0.2,0.0010004344041097497,0.0001954083385627803,315.0,0.9349662807211445,-4.905283364071121e-07,-0.004814076179849733,25.432185451863248,-0.06384173629771503
0.00031271303186440673,0.25423823728813555,0.2,0.0010004344041097497,0.0002927406555373851,315.0,0.9328182317471659,-1.0362381093340567e-06,-0.005966584296100763,38.09988199932867,-0.13486527730957085
0.00041695029915254234,0.3389839830508474,0.2,0.0010004344041097497,0.00038987718527053097,315.0,0.9312558029072542,-1.5897996608103078e-06,-0.005350141934951776,50.74209704753713,-0.20691071886907794
0.0005211875664406779,0.42372972881355925,0.2,0.0010004344041097497,0.0004868837756199266,315.0,0.9303270637344623,-2.00887727826079e-06,-0.0033057805409662873,63.36740062446784,-0.2614532208120105
0.0006254248337288135,0.5084754745762712,0.2,0.0010004344041097497,0.000583826686886282,315.0,0.9300256229688686,-2.1655662774411073e-06,2.215345333780035e-05,75.9844164371138,-0.28184612581662677
0.0007296621010169491,0.5932212203389831,0.2,0.0010004344041097497,0.0006807704345123682,315.0,0.9303339314807029,-1.941023420800117e-06,0.004554343104651806,88.6015411010807,-0.25262211411893704
0.0008338993683050847,0.6779669661016949,0.2,0.0010004344041097497,0.0007777776202522341,315.0,0.9312362094784117,-1.220333425365136e-06,0.01026298366447211,101.22692216744186,-0.15882508502584997
0.0009381366355932203,0.7627127118644068,0.2,0.0010004344041097497,0.000874909469863951,315.0,0.9327232434578776,1.1237569321842587e-07,0.017167453300285025,113.86852810287142,0.014625575813360185
0.001042373902881356,0.8474584576271187,0.2,0.0010004344041097497,0.0009722266643205853,315.0,0.9347945343073079,2.178762797482763e-06,0.025333808496996884,126.5342564708602,0.28356363873079954
0.0011466111701694916,0.9322042033898306,0.2,0.0010004344041097497,0.0010697903253281092,315.0,0.9374596190121895,5.1113454141032705e-06,0.03487762064239772,139.2320621958134,0.6652361175377447
0.001250848437457627,1.0169499491525422,0.2,0.0010004344041097497,0.0011676631220781995,315.0,0.9407393208318942,9.059187439324542e-06,0.04597060239419664,151.9701016057392,1.1790435182788843
0.0013550857047457624,1.101695694915254,0.2,0.0010004344041097497,0.0012659105173961356,315.0,0.9446673374703565,1.4194687350185375e-05,0.05885211128470109,164.7568946170595,1.847423317634677
0.0014593229720338981,1.186441440677966,0.2,0.0010004344041097497,0.0013646022055867374,315.0,0.9492924926485253,2.072213611457592e-05,0.07384750868495697,177.6015118687151,2.696963765726566
0.0015635602393220336,1.2711871864406779,0.2,0.0010004344041097497,0.0014638138279777855,315.0,0.9546820269716063,2.888903059038335e-05,0.0913968423227662,190.51379799829974,3.7598763128684687
0.0016677975066101693,1.3559329322033897,0.2,0.0010004344041097497,0.001563629096827974,315.0,0.9609264731881257,3.900167919088592e-05,0.11209999690853764,203.50464806639962,5.076026670161837
0.0017720347738983048,1.4406786779661016,0.2,0.0010004344041097497,0.0016641425272376981,315.0,0.9681469988754028,5.144762101479865e-05,0.1367895329484199,216.58636311184935,6.6958526351994365
0.0018762720411864406,1.5254244237288135,0.2,0.0010004344041097497,0.0017654630918199372,315.0,0.9765067418796525,6.672920599891906e-05,0.16665259331324878,229.77312580322302,8.684734512876814
0.0019805093084745763,1.6101701694915254,0.2,0.0010004344041097497,0.00186771931576165,315.0,0.9862289182352661,8.551623709010634e-05,0.20341567900946245,243.0816635556045,11.129846437552898
0.0020847465757627115,1.694915915254237,0.2,0.0010004344041097497,0.001971066706534693,315.0,0.9976240366659184,0.00010872658780315377,0.24929519241485204,256.5322154994858,14.150648661647146
0.0021889838430508473,1.7796616610169491,0.2,0.0011330530659001935,0.0020756985224876785,315.0,1.0110991911796336,0.0001375812707263193,0.3078836550700511,270.14993400143504,17.906054662506683
0.002293221110338983,1.864407406779661,0.2,0.0016016258019697083,0.002181855139826312,315.0,1.0272717261609046,0.00017390606866024127,0.38607874832739636,283.96610376653047,22.633688111271514
0.0023974583776271187,1.9491531525423729,0.2,0.0022937515607411732,0.002289858517482436,315.0,1.0471544247707616,0.0002206506308535328,0.49567380811596035,298.02262740406036,28.717442690577787
0.002501695644915254,2.0338988983050847,0.2,0.003371950262043775,0.0024001601711598785,315.0,1.0724062266059473,0.000282673815520221,0.6570137966735846,312.37826919808066,36.789693579971626
0.0026059329122033897,2.1186446440677966,0.2,0.005179741739310215,0.0025134279064508063,315.0,1.1058698697788927,0.0003683947838200867,0.9015491213102341,327.11994332938156,47.94618556465255
0.0027101701794915254,2.2033903898305085,0.2,0.008522062998487501,0.002630705877563955,315.0,1.1521658697099983,0.0004918597043520006,1.2401051065752073,342.38354534711027,64.01501240623786
0.002814407446779661,2.2881361355932204,0.2,0.015315172722920128,0.002753625149893263,315.0,1.2157780336397188,0.000668069601613495,1.5525581070291514,358.38135666099487,86.94854133631635
0.0029186447140677964,2.3728818813559323,0.2,0.02877398635931193,0.002884164637275049,315.0,1.2919855154536446,0.000886682058055888,1.6006243942429232,375.3709307820508,115.40071781569458
0.003022881981355932,2.457627627118644,0.2,0.049759182826777396,0.003022971228906746,315.0,1.3634910808923237,0.001098701391262183,1.3282616265024243,393.43645964475184,142.99480638500359
0.003127119248644068,2.542373372881356,0.2,0.07489023179813833,0.0031684178057629735,315.0,1.4168870426197433,0.0012623569383675938,0.9438767769316648,412.36617545500036,164.29440012201167
0.0032313565159322035,2.627119118644068,0.2,0.10109633609313398,0.0033183560956640467,315.0,1.4526488308278793,0.0013756701691929182,0.6375252573633013,431.88048289523385,179.04199544826525
0.003335593783220339,2.7118648644067798,0.2,0.12696065817113594,0.0034712580946725793,315.0,1.4766354276014528,0.0014541978577177336,0.4431201878171879,451.7805138936361,189.262289793727
0.0034398310505084745,2.7966106101694916,0.2,0.1519329943107558,0.0036261969791720936,315.0,1.4935442512487072,0.0015113429115816402,0.3271143434014623,471.94564335166325,196.6996571968415
0.0035440683177966103,2.8813563559322035,0.2,0.175820308040728,0.00378262403732072,315.0,1.5062450986554623,0.001555611495660534,0.258064290562539,492.3044570122539,202.4611658830439
0.003648305585084746,2.9661021016949154,0.2,0.19857756658470654,0.003940210725072082,315.0,1.5164094240659587,0.0015921142460228986,0.2166498891270397,512.8141952205336,207.21195964930104
0.0037525428523728812,3.0508478474576273,0.2,0.22022230278785798,0.004098756786229941,315.0,1.5250182313888097,0.0016239394777064695,0.19179958775949893,533.448794847579,211.35397938181646
0.003856780119661017,3.135593593220339,0.2,0.24080128704296724,0.004258138191081193,315.0,1.5326593003010593,0.001652991728533497,0.17712558974502043,554.192113559402,215.1350986332328
0.003961017386949152,3.2203393389830506,0.2,0.2603701829228136,0.004418277220524197,315.0,1.5396924527869764,0.0016804713555194032,0.16884741703740058,575.0340362983715,218.7115425802707
0.004065254654237288,3.305085084745763,0.2,0.2789894865772604,0.004579124858566556,315.0,1.546342090456669,0.0017071495217054356,0.16466343625680605,595.9681836857062,222.18367726474233
0.004169491921525424,3.389830830508475,0.2,0.29671800495675493,0.004740650168127849,315.0,1.5527501925409481,0.00173352921581868,0.16313477820600503,616.9905292936069,225.61696612941333
0.00427372918881356,3.474576576271187,0.2,0.3136128857356932,0.004902833732269746,315.0,1.5590074646338579,0.0017599419749141955,0.1633407256551513,638.0985460283979,229.0545583660247
0.004377966456101695,3.5593223220338985,0.2,0.32972805487041557,0.005065663523718325,315.0,1.5651721114329362,0.0017866074781609335,0.1646802903463273,659.2906685532923,232.5250449825435
0.00448220372338983,3.64406806779661,0.2,0.34511309427616477,0.0052291322597324864,315.0,1.5712814134594026,0.0018136711421684838,0.1667546405568899,680.5659490273554,236.04735179457242
0.0045864409906779665,3.7288138135593223,0.2,0.35981477434572573,0.005393235685077621,315.0,1.5773590135451414,0.001841228351661177,0.16929555093479964,701.9238336363717,239.6338930215675
0.004690678257966102,3.813559559322034,0.2,0.3738763902390056,0.005557971445940996,315.0,1.5834195858050784,0.0018693403784325758,0.17212078770648218,723.3640160341414,243.29264312167265
0.004794915525254238,3.8983053050847465,0.2,0.3873374784448458,0.005723338346267287,315.0,1.589471873763486,0.0018980450181961964,0.17510567321713943,744.8863405553483,247.02852116642043
0.004899152792542373,3.983051050847458,0.2,0.40023504736781745,0.005889335855045913,315.0,1.5955206932450139,0.00192736380482454,0.17816460511057525,766.4907380895353,250.84432976619564
0.0050033900598305085,4.067796796610169,0.2,0.4126034206474455,0.0060559637801983505,315.0,1.6015682670779121,0.0019573069674392483,0.18123883208216945,788.1771836378889,254.74140023019683
0.005107627327118644,4.152542542372881,0.2,0.4244732415925768,0.006223222054117105,315.0,1.6076151220311772,0.0019878768746585083,0.1842882431963566,809.9456684013663,258.72004083153786
0.005211864594406779,4.237288288135593,0.2,0.4358748216568489,0.006391110594541574,315.0,1.6136606954546338,0.0020190704514842523,0.18728577295178342,831.7961816738383,262.77985136252187
0.005316101861694915,4.322034033898305,0.2,0.4468339231550019,0.0065596292165660324,315.0,1.6197037468034665,0.0020508808872101063,0.19021354220592188,853.7286993900234,266.91994541702707
0.0054203391289830505,4.406779779661017,0.2,0.4573764351591875,0.006728777579307869,315.0,1.6257426372475834,0.0020832988510213046,0.19306017159566022,875.7431771844157,271.1391085995302
