target_k0,K0,k0_residual,J,j_residual,L,l_residual,binding,n_sat,p_sat
250.0,250.00000198605045,1.9860504494317865e-06,32.49999999060515,-9.394852895638905e-09,58.899999995628605,-4.371393913515931e-09,-15.999999999630973,0.16000001568179112,4.3560508800055686e-07
260.0,260.0000007051406,7.051406214486633e-07,32.50000000097543,9.754330676514655e-10,58.90000002018496,2.0184963034353132e-08,-15.999999999768193,0.15999999321680192,-1.9595899569679887e-07
270.0,269.9999988506896,-1.1493103784232517e-06,32.50000000315299,3.152990757371299e-09,58.89999999672,-3.280000271388417e-09,-16.000000000379373,0.16000000070513165,2.115339370334368e-08
280.0,280.00000000183434,1.8343371266382746e-09,32.499999996661245,-3.3387550502084196e-09,58.89999995170001,-4.8299988009148365e-08,-15.999999999746478,0.16000002779816316,8.648315237280713e-07
290.0,290.00000078927,7.892700182310364e-07,32.50000000242801,2.4280097932205535e-09,58.89999999699285,-3.0071518608565384e-09,-15.999999999684292,0.1600000249378757,8.035542080619962e-07
300.0,300.00000097718527,9.7718526603785e-07,32.499999996568135,-3.431864570302423e-09,58.90000010449512,1.0449512188870358e-07,-15.999999999539682,0.15999997361210014,-8.795964063779138e-07
310.0,310.000001316979,1.316979023613385e-06,32.5000000007708,7.707967597525567e-10,58.900000057292345,5.7292346866688604e-08,-15.999999999511942,0.15999998396071732,-5.524639394849373e-07
315.0,314.9999987450691,-1.2549309076348436e-06,32.500000001379135,1.379135028400924e-09,58.90000000981672,9.81672343414175e-09,-16.000000000304908,0.16000001568179112,5.488632659478299e-07
