label,target_k0,fq_at_rho0,y_at_rho0,mu_e_at_rho0,vs2_max
k0_250,250.0,0.0010004344041097497,0.05278296603223913,0.12124455339271326,2.0714220061214412
k0_280,280.0,0.0010004344041097497,0.05311267774006953,0.1214334664243757,2.0122215790860714
k0_315,315.0,0.0010004344041097497,0.053480674580757434,0.12164326880030181,1.6999177652128208
