model,parameter_value,a,b,K0,n,n_over_n0,eps,mu_b,P,dP_dn,d2eps_dn2,vs2,quark_fraction,n_q,n_n,k_bu,k_f
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.3281519424460431,2.0509496402877696,334.6073404451037,1300.8129625643924,92.45498356839494,316.41295792775264,975.7465554943174,0.24324246992740872,0.2311140950428578,0.0758405392149732,0.25231140323106993,2.4107398790960426,3.4470967432821533
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.3339061870503597,2.086913669064748,342.108690549734,1306.290222919093,94.23491391798598,304.3445031352045,927.982163510035,0.23298383299164793,0.24315191823043858,0.08118992989030659,0.2527162571600531,2.4853220312153796,3.4929425000859213
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.33966043165467624,2.1228776978417265,349.64076737891105,1311.513568036677,95.95752899843325,295.87174761856073,887.4933599529484,0.2255956437122323,0.2548659126874817,0.08656786591749306,0.2530925657371832,2.557269234184037,3.538007586034589
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.34541467625899275,2.1588417266187045,357.2022302944599,1316.520549664409,97.63995073259359,289.8449089397298,852.7808105180417,0.22015980609920102,0.2662611675200093,0.09197051497926544,0.2534441612797273,2.626774203410201,3.5823259476749856
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.3511689208633093,2.194805755395683,364.7919299176676,1321.341278904215,99.29320600514336,285.35659182204625,822.7577080204718,0.21595979507935434,0.2773460049232899,0.0973952972546618,0.2537736236086475,2.69401829233212,3.625919293864229
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.35692316546762587,2.2307697841726615,372.40887214365057,1326.000382072654,100.92397399018994,281.8098540508653,796.6045154545958,0.21252622386908512,0.2881279842720527,0.10283955220618737,0.25408361326143847,2.759157985177508,3.668815232270331
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.3626774100719424,2.26673381294964,380.05219100539404,1330.5182905950849,102.5364116693742,278.8853990039536,773.6827535439055,0.20960658788029127,0.29861605759419974,0.10830129837415833,0.25437611169778407,2.822337811542755,3.7110354052749877
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.36843165467625894,2.3026978417266184,387.721127532853,1334.9121320407737,104.13352359507226,276.447025388462,753.4825819023127,0.2070900539092697,0.30881895921054636,0.11377868013734171,0.2546529745389172,2.8836862707374586,3.7526026808621205
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.3741858992805755,2.338661870503597,395.4150128714587,1339.1963746959113,105.71789927781604,274.4449759360247,735.5895551853649,0.20493258578178453,0.3187454636481435,0.11927005795678455,0.25491584132379097,2.9433193361666006,3.7935392426317858
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.37994014388489206,2.3746258992805753,403.1332545592815,1343.3833126906845,107.29197063899558,272.8540600022906,719.6624483990522,0.2031096094649164,0.3284052168795369,0.12477432535376043,0.2551658185311316,3.0013456601710535,3.833861724329548
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.3856943884892086,2.410589928057554,410.87532522861727,1347.4834426342072,108.85803728288414,271.64808416013824,705.4177230093454,0.20159660264848303,0.337807119929465,0.13029031054849577,0.25540407794071285,3.0578616335437796,3.8735892188149577
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.3914486330935252,2.4465539568345323,418.6407532176491,1351.5057628156846,110.41822968409839,270.7951075680943,692.6181472235825,0.20036548494172032,0.34695894689037315,0.13581660549980556,0.2556320275937196,3.1129514223107133,3.912745208022917
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.3972028776978416,2.4825179856115103,426.4291147153869,1355.4580148515508,111.97447985608217,270.25990232337483,681.0641717037009,0.19938640619051087,0.3558706038283491,0.1413528279286888,0.2558500497691528,3.1667006983549797,3.9513400046451883
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.4029571223021582,2.5184820143884887,434.2400271543233,1359.3468812000647,113.52851285351316,270.0071190660121,670.5872146867599,0.19863003535024348,0.364549633760465,0.14689787135642268,0.2560592509457355,3.2191801462920955,3.9893945734056317
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.40871136690647475,2.554446043165467,442.07314362846694,1363.178148009959,115.08185387210749,270.0033599916924,661.044328059966,0.19806902009532493,0.3730044475023072,0.1524511576008624,0.25626020930561233,3.2704587455255996,4.026923207540357
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.4144656115107913,2.5904100719424457,449.9281481601404,1366.9568402704258,116.63584360827224,270.21816801928617,652.3139040987759,0.19767863919231624,0.3812427453467548,0.15801200758419562,0.25645360392659566,3.320598396714889,4.063941974353447
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.42021985611510787,2.626374100719424,457.80475167338636,1370.687334553913,118.19165674273405,270.62432027222167,644.2921806299136,0.19743694528285383,0.38927220131292084,0.1635799084253269,0.25663994768978093,3.369657082385543,4.100464993916477
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.42597410071942443,2.6623381294964026,465.7026885582642,1374.3734534635284,119.75032067771878,271.1977520193557,636.8903769729696,0.19732464370285685,0.39710033398847533,0.16915445766612386,0.2568196430533006,3.4176888489329107,4.136505127475695
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.431728345323741,2.698302158273381,473.6217137312032,1378.018545043474,121.31273314525437,271.91731270559427,630.0323315998703,0.19732485726236418,0.40473345810326916,0.17473490616408005,0.25699343915966094,3.464740437492785,4.172079915939671
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.43748258992805755,2.7342661870503595,481.5616001131933,1381.6255497501702,122.87967813663163,272.76446323630347,623.652540949239,0.19742285692793216,0.41217917629722806,0.18032121356092476,0.25716137636713277,3.510860683332086,4.207197621901694
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.44323683453237406,2.770230215827338,489.5221364608748,1385.1970571116312,124.45184002690796,273.7229685857894,617.694536571661,0.1976057970817147,0.41944353928400235,0.1859128266172967,0.25732400791507737,3.556090540696381,4.2418732585620385
vdw,,328.92332141994257,3.4140201144371347,762.5389523893134,0.44899107913669056,2.806194244604316,497.50312549679273,1388.7353537879428,126.02981596675617,274.77861008714837,612.1095192600739,0.19786247202367005,0.4265328031902753,0.19150942359159936,0.25748165554509117,3.600469716319618,4.276118759472979
