# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015805175e-04 2.9667520976e-07
9.5270125861e+00 4.4136950932e-03
1.9062701532e+01 7.0329055707e-03
2.8596596374e+01 -1.4075574379e-03
3.8126060343e+01 -1.7766202343e-02
4.7650668181e+01 -3.7812707946e-02
5.7171142349e+01 -5.6101615840e-02
6.6688964957e+01 -6.6097649359e-02
7.6206204330e+01 -6.0189613381e-02
8.5725431039e+01 -2.9647502186e-02
9.5249678350e+01 3.5455887463e-02
1.0478242778e+02 1.4634996864e-01
1.1432761054e+02 3.1569459417e-01
1.2388962014e+02 5.5773076865e-01
1.3347333356e+02 8.8845460221e-01
1.4308413965e+02 1.3258162358e+00
1.5272797406e+02 1.8899461998e+00
1.6241136059e+02 2.6034122910e+00
1.7214145871e+02 3.4915106408e+00
1.8192611784e+02 4.5825952180e+00
1.9177393850e+02 5.9084505892e+00
2.0169434113e+02 7.5034241165e+00
2.1169752020e+02 9.4010938884e+00
2.2179420070e+02 1.1640728089e+01
2.3199619571e+02 1.4268484627e+01
2.4231624388e+02 1.7331249359e+01
2.5276798205e+02 2.0877733868e+01
2.6336590155e+02 2.4957388535e+01
2.7412525029e+02 2.9618326794e+01
2.8506185910e+02 3.4904254437e+01
2.9619186679e+02 4.0850172321e+01
3.0753131654e+02 4.7476712770e+01
3.1909559894e+02 5.4783214836e+01
3.3089873086e+02 6.2740116129e+01
3.4295248734e+02 7.1281963993e+01
3.5526545197e+02 8.0303189130e+01
3.6784211274e+02 8.9659314662e+01
3.8068218678e+02 9.9175804065e+01
3.9378037144e+02 1.0866474827e+02
4.0712665577e+02 1.1794643528e+02
4.2070718571e+02 1.2687018141e+02
4.3450551331e+02 1.3532858687e+02
4.4850396037e+02 1.4326206551e+02
4.6268483728e+02 1.5065438931e+02
4.7703135578e+02 1.5752271879e+02
4.9152819394e+02 1.6390608828e+02
5.0616175809e+02 1.6985517769e+02
5.2092022454e+02 1.7542464002e+02
5.3579344450e+02 1.8066808078e+02
5.5077277826e+02 1.8563520052e+02
5.6585090333e+02 1.9037046503e+02
5.8102162344e+02 1.9491274307e+02
5.9627969259e+02 1.9929549754e+02
6.1162065991e+02 2.0354725430e+02
6.2704073678e+02 2.0769218010e+02
6.4253668483e+02 2.1175067360e+02
6.5810572271e+02 2.1573991991e+02
6.7374544897e+02 2.1967438671e+02
6.8945377843e+02 2.2356625543e+02
7.0522888984e+02 2.2742578947e+02
7.2106918282e+02 2.3126164499e+02
7.3697324241e+02 2.3508113135e+02
7.5293980977e+02 2.3889042858e+02
7.6896775807e+02 2.4269476843e+02
7.8505607240e+02 2.4649858512e+02
8.0120383316e+02 2.5030564073e+02
8.1741020219e+02 2.5411912979e+02
8.3367441120e+02 2.5794176646e+02
8.4999575205e+02 2.6177585747e+02
8.6637356859e+02 2.6562336320e+02
8.8280724981e+02 2.6948594896e+02
8.9929622398e+02 2.7336502814e+02
9.1583995378e+02 2.7726179864e+02
9.3243793206e+02 2.8117727364e+02
9.4908967825e+02 2.8511230770e+02
9.6579473537e+02 2.8906761894e+02
9.8255266732e+02 2.9304380792e+02
9.9936305668e+02 2.9704137374e+02
1.0162255028e+03 3.0106072790e+02
1.0331396199e+03 3.0511690445e+02
