# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015804864e-04 2.2952955688e-07
9.5090638964e+00 -9.2855738015e-03
1.8999406615e+01 -4.4401414313e-02
2.8463919354e+01 -1.1033673374e-01
3.7901695476e+01 -2.0198025489e-01
4.7313702508e+01 -3.1282783051e-01
5.6701985938e+01 -4.3471267128e-01
6.6069410873e+01 -5.5769484886e-01
7.5419576839e+01 -6.6983351158e-01
8.4756809797e+01 -7.5686633321e-01
9.4086198172e+01 -8.0179945769e-01
1.0341366006e+02 -7.8439931630e-01
1.1274603696e+02 -6.8057015311e-01
1.2209121327e+02 -4.6159466795e-01
1.3145826323e+02 -9.3208454468e-02
1.4085762849e+02 4.6552891148e-01
1.5030133104e+02 1.2636127961e+00
1.5980322776e+02 2.3597809265e+00
1.6937931433e+02 3.8245826109e+00
1.7904808831e+02 5.7429217574e+00
1.8883098342e+02 8.2113258948e+00
1.9875230367e+02 1.1318722687e+01
2.0883773279e+02 1.5164773448e+01
2.1911615325e+02 1.9858627923e+01
2.2961813426e+02 2.5477652937e+01
2.4037412152e+02 3.2045058227e+01
2.5141165487e+02 3.9496669276e+01
2.6275167132e+02 4.7654949980e+01
2.7440472448e+02 5.6232724407e+01
2.8636861863e+02 6.4880837500e+01
2.9862881170e+02 7.3266631738e+01
3.1116163513e+02 8.1144609443e+01
3.2393887909e+02 8.8386121663e+01
3.3693193495e+02 9.4965985477e+01
3.5011449810e+02 1.0092753280e+02
3.6346380680e+02 1.0634789855e+02
3.7696086915e+02 1.1131365113e+02
3.9059015713e+02 1.1590727225e+02
4.0433909688e+02 1.2020128587e+02
4.1819753421e+02 1.2425674927e+02
4.3215725400e+02 1.2812384670e+02
4.4621157818e+02 1.3184329832e+02
4.6035504198e+02 1.3544794029e+02
4.7458313810e+02 1.3896419393e+02
4.8889211671e+02 1.4241332509e+02
5.0327882969e+02 1.4581248016e+02
5.1774060924e+02 1.4917551972e+02
5.3227517316e+02 1.5251368157e+02
5.4688055071e+02 1.5583610528e+02
5.6155502419e+02 1.5915024638e+02
5.7629708288e+02 1.6246220382e+02
5.9110538632e+02 1.6577697916e+02
6.0597873508e+02 1.6909868269e+02
6.2091604718e+02 1.7243069773e+02
6.3591633917e+02 1.7577581221e+02
6.5097871066e+02 1.7913632457e+02
6.6610233178e+02 1.8251412920e+02
6.8128643285e+02 1.8591078591e+02
6.9653029593e+02 1.8932757636e+02
7.1183324771e+02 1.9276555037e+02
7.2719465375e+02 1.9622556390e+02
7.4261391353e+02 1.9970831039e+02
7.5809045637e+02 2.0321434671e+02
7.7362373799e+02 2.0674411466e+02
7.8921323754e+02 2.1029795903e+02
8.0485845517e+02 2.1387614254e+02
8.2055890985e+02 2.1747885849e+02
8.3631413759e+02 2.2110624134e+02
8.5212368984e+02 2.2475837570e+02
8.6798713216e+02 2.2843530383e+02
8.8390404302e+02 2.3213703214e+02
8.9987401282e+02 2.3586353658e+02
9.1589664293e+02 2.3961476731e+02
9.3197154495e+02 2.4339065268e+02
9.4809834000e+02 2.4719110259e+02
9.6427665812e+02 2.5101601141e+02
9.8050613770e+02 2.5486526049e+02
9.9678642500e+02 2.5873872025e+02
1.0131171737e+03 2.6263625206e+02
1.0294980447e+03 2.6657084530e+02
