# MeV/fm^3               MeV/fm^3
# energy_density         pressure
1.5015805331e-04 3.4447865410e-07
9.5400735501e+00 1.4449391493e-02
1.9108894123e+01 4.4853874822e-02
2.8693670234e+01 7.9319009111e-02
3.8290785927e+01 1.2028654719e-01
4.7899130610e+01 1.7117608532e-01
5.7518847845e+01 2.3647073435e-01
6.7150852774e+01 3.2155391477e-01
7.6796634815e+01 4.3272745300e-01
8.6458155209e+01 5.7721030943e-01
9.6137793197e+01 7.6318627923e-01
1.0583832048e+02 9.9988275380e-01
1.1556289316e+02 1.2976706712e+00
1.2531505548e+02 1.6681841740e+00
1.3509875244e+02 2.1244601150e+00
1.4491834943e+02 2.6810985599e+00
1.5477865811e+02 3.3543408599e+00
1.6468495478e+02 4.1618265153e+00
1.7464296686e+02 5.1233720691e+00
1.8465897491e+02 6.2614021279e+00
1.9473983194e+02 7.6005748689e+00
2.0489299960e+02 9.1681151914e+00
2.1512658944e+02 1.0994016959e+01
2.2544940360e+02 1.3111172249e+01
2.3587097309e+02 1.5555428543e+01
2.4640158995e+02 1.8365528358e+01
2.5705232916e+02 2.1582866331e+01
2.6783505350e+02 2.5250973249e+01
2.7876239251e+02 2.9414604134e+01
2.8984768369e+02 3.4118270094e+01
3.0110485991e+02 3.9404016601e+01
3.1254826351e+02 4.5308228157e+01
3.2419236374e+02 5.1857258742e+01
3.3605135331e+02 5.9061797200e+01
3.4813860382e+02 6.6910145653e+01
3.6046597428e+02 7.5361086696e+01
3.7304299606e+02 8.4337747592e+01
3.8587600445e+02 9.3724660518e+01
3.9896734526e+02 1.0337059353e+02
4.1231483234e+02 1.1309899755e+02
4.2591163331e+02 1.2272567257e+02
4.3974668679e+02 1.3208012255e+02
4.5380561326e+02 1.4102483541e+02
4.6807193560e+02 1.4946714493e+02
4.8252835064e+02 1.5736139746e+02
4.9715782280e+02 1.6470288920e+02
5.1194437195e+02 1.7151727743e+02
5.2687353648e+02 1.7784922800e+02
5.4193256462e+02 1.8375275582e+02
5.5711041487e+02 1.8928421203e+02
5.7239764161e+02 1.9449783734e+02
5.8778622434e+02 1.9944333362e+02
6.0326937941e+02 2.0416482417e+02
6.1884137658e+02 2.0870067377e+02
6.3449737200e+02 2.1308378699e+02
6.5023326217e+02 2.1734213595e+02
6.6604555923e+02 2.2149936758e+02
6.8193128633e+02 2.2557540700e+02
6.9788789053e+02 2.2958701501e+02
7.1391317091e+02 2.3354828223e+02
7.3000521932e+02 2.3747105621e+02
7.4616237160e+02 2.4136530480e+02
7.6238316754e+02 2.4523942200e+02
7.7866631782e+02 2.4910048398e+02
7.9501067687e+02 2.5295446251e+02
8.1141522034e+02 2.5680640257e+02
8.2787902651e+02 2.6066057009e+02
8.4440126083e+02 2.6452057492e+02
8.6098116305e+02 2.6838947322e+02
8.7761803653e+02 2.7226985290e+02
8.9431123917e+02 2.7616390507e+02
9.1106017596e+02 2.8007348379e+02
9.2786429254e+02 2.8400015631e+02
9.4472306993e+02 2.8794524533e+02
9.6163601990e+02 2.9190986457e+02
9.7860268119e+02 2.9589494892e+02
9.9562261621e+02 2.9990127994e+02
1.0126954082e+03 3.0392950753e+02
1.0298206590e+03 3.0798016836e+02
1.0469979866e+03 3.1206820536e+02
