target_k0,Tc_fixed_y_0p5,Tc_symmetric,dTc,nc_fixed_y_0p5,nc_symmetric,dnc,Pc_fixed_y_0p5,Pc_symmetric,dPc
250.0,16.16332176411409,16.16332966978497,-7.905670880603566e-06,0.049924968270251203,0.04992498071051198,-1.2440260779844614e-08,0.24195310473081666,0.24195330012569205,-1.9539487539077527e-07
260.0,16.272524903638782,16.27251871812621,6.1855125714771475e-06,0.05066669396707877,0.05066668995169679,4.015381978306198e-09,0.2487001587388793,0.2486996336483449,5.250905343867629e-07
270.0,16.378587557623877,16.37858232468198,5.2329418984697895e-06,0.05138504023911006,0.051385045921485184,-5.682375125992678e-09,0.25536763116840644,0.25536714708042474,4.840879817002985e-07
280.0,16.4817165975974,16.481715445497688,1.152099713408461e-06,0.0520814359187431,0.05208144176801758,-5.849274481439792e-09,0.261959538318564,0.26195926423924143,2.7407932257084155e-07
290.0,16.58209293829266,16.582091799422574,1.1388700862369205e-06,0.05275718658228931,0.052757192354682736,-5.772393424363642e-09,0.2684792666644116,0.26847898937948345,2.7728492812961747e-07
300.0,16.679884640144138,16.679883514064716,1.1260794217093917e-06,0.05341347209460521,0.0534134778247579,-5.730152692617896e-09,0.27493016536447623,0.2749298849326052,2.804318710580844e-07
310.0,16.775238856064664,16.775237742425237,1.1136394277855288e-06,0.05405135342616753,0.054051359119170354,-5.693002826101523e-09,0.28131502308590983,0.2813147395625514,2.8352335845749366e-07
315.0,16.822045353851347,16.82204424536331,1.108488039136546e-06,0.05436371130840926,0.05436371696271381,-5.654304552349387e-09,0.2844835588150517,0.28448327375001237,2.850650393515508e-07
